REF_DATE,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2024,New Brunswick,2021A000213,Men+,100 years and older,Persons,249,units,0,v31226705,5.2.138,28,,,,0
2024,New Brunswick,2021A000213,Men+,Median age,Years,308,units,0,v467950,5.2.105,43.7,,,,1
2024,New Brunswick,2021A000213,Women+,All ages,Persons,249,units,0,v467930,5.3.1,433297,,,,0
2024,New Brunswick,2021A000213,Women+,0 to 4 years,Persons,249,units,0,v468146,5.3.7,16488,,,,0
2024,New Brunswick,2021A000213,Women+,5 to 9 years,Persons,249,units,0,v467960,5.3.13,20655,,,,0
2024,New Brunswick,2021A000213,Women+,10 to 14 years,Persons,249,units,0,v467978,5.3.19,22155,,,,0
2024,New Brunswick,2021A000213,Women+,15 to 19 years,Persons,249,units,0,v467999,5.3.25,21636,,,,0
2024,New Brunswick,2021A000213,Women+,20 to 24 years,Persons,249,units,0,v468020,5.3.31,24036,,,,0
2024,New Brunswick,2021A000213,Women+,25 to 29 years,Persons,249,units,0,v468038,5.3.37,24879,,,,0
2024,New Brunswick,2021A000213,Women+,30 to 34 years,Persons,249,units,0,v468059,5.3.43,26958,,,,0
2024,New Brunswick,2021A000213,Women+,35 to 39 years,Persons,249,units,0,v468077,5.3.49,27509,,,,0
2024,New Brunswick,2021A000213,Women+,40 to 44 years,Persons,249,units,0,v468098,5.3.55,27723,,,,0
2024,New Brunswick,2021A000213,Women+,45 to 49 years,Persons,249,units,0,v468119,5.3.61,26859,,,,0
2024,New Brunswick,2021A000213,Women+,50 to 54 years,Persons,249,units,0,v468137,5.3.67,27283,,,,0
2024,New Brunswick,2021A000213,Women+,55 to 59 years,Persons,249,units,0,v468158,5.3.73,29091,,,,0
2024,New Brunswick,2021A000213,Women+,60 to 64 years,Persons,249,units,0,v468176,5.3.79,32900,,,,0
2024,New Brunswick,2021A000213,Women+,65 to 69 years,Persons,249,units,0,v468197,5.3.85,31501,,,,0
2024,New Brunswick,2021A000213,Women+,70 to 74 years,Persons,249,units,0,v468200,5.3.86,26979,,,,0
2024,New Brunswick,2021A000213,Women+,75 to 79 years,Persons,249,units,0,v468203,5.3.87,20992,,,,0
2024,New Brunswick,2021A000213,Women+,80 to 84 years,Persons,249,units,0,v468206,5.3.88,12832,,,,0
2024,New Brunswick,2021A000213,Women+,85 to 89 years,Persons,249,units,0,v468209,5.3.89,7644,,,,0
2024,New Brunswick,2021A000213,Women+,90 to 94 years,Persons,249,units,0,v31226706,5.3.126,3742,,,,0
2024,New Brunswick,2021A000213,Women+,95 to 99 years,Persons,249,units,0,v31226712,5.3.132,1195,,,,0
2024,New Brunswick,2021A000213,Women+,100 years and older,Persons,249,units,0,v31226718,5.3.138,240,,,,0
2024,New Brunswick,2021A000213,Women+,Median age,Years,308,units,0,v467951,5.3.105,45.9,,,,1
2024,Quebec,2021A000224,Men+,All ages,Persons,249,units,0,v468244,6.2.1,4521456,,,,0
2024,Quebec,2021A000224,Men+,0 to 4 years,Persons,249,units,0,v468460,6.2.7,214881,,,,0
2024,Quebec,2021A000224,Men+,5 to 9 years,Persons,249,units,0,v468274,6.2.13,241706,,,,0
2024,Quebec,2021A000224,Men+,10 to 14 years,Persons,249,units,0,v468292,6.2.19,253443,,,,0
2024,Quebec,2021A000224,Men+,15 to 19 years,Persons,249,units,0,v468313,6.2.25,245527,,,,0
